CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE,PHONE,CUISINE DESCRIPTION,INSPECTION DATE,ACTION,VIOLATION CODE,VIOLATION DESCRIPTION,CRITICAL FLAG,SCORE,GRADE,GRADE DATE,RECORD DATE,INSPECTION TYPE,Latitude,Longitude,Community Board,Council District,Census Tract,BIN,BBL,NTA
41598603,CASEY'S PUBLIC HOUSE,Staten Island,1063,POST AVENUE,10302,6467325051,American,11/21/2019,Violations were cited in the following area(s).,10E,Accurate thermometer not provided in refrigerated or hot holding equipment.,N,10,A,11/21/2019,10/26/2020,Cycle Inspection / Re-inspection,40.63369142,-74.13563339,501,49,21300,5024294,5010370082,SI28
50010993,THE COPPER STILL,Manhattan,151,2 AVENUE,10003,2125108469,Irish,6/22/2016,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Y,12,A,6/22/2016,10/26/2020,Cycle Inspection / Re-inspection,40.72940993,-73.98709037,103,2,4000,1006798,1004650050,MN22
50092690,TENHO RAMEN,Manhattan,542,3 AVENUE,10016,6467819025,Japanese,9/5/2019,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Y,44,,,10/26/2020,Pre-permit (Operational) / Initial Inspection,40.74709837,-73.97712965,106,4,8000,1018961,1008920039,MN20
50040886,BOON THAI,Brooklyn,681,MANHATTAN AVENUE,11222,7183498215,Thai,4/5/2018,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Y,14,,,10/26/2020,Cycle Inspection / Initial Inspection,40.72495936,-73.9514821,301,33,56900,3066033,3026450014,BK76
50060119,SUZU SUSHI,Manhattan,1075,1 AVENUE,10022,6462295310,Chinese/Japanese,6/27/2018,Establishment re-opened by DOHMH,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,2,P,6/27/2018,10/26/2020,Cycle Inspection / Reopening Inspection,40.75935252,-73.96216689,106,5,10800,1040052,1013510028,MN19
50046451,RUBY'S RESTAURANT,Bronx,600,VAN NEST AVENUE,10460,6469199059,Spanish,2/8/2020,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,20,B,2/8/2020,10/26/2020,Cycle Inspection / Re-inspection,40.84254197,-73.86788227,211,15,24000,2093040,2040270001,BX37
41445602,FLOR DE MAYO,Manhattan,484,AMSTERDAM AVENUE,10024,2127873388,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",7/6/2016,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,43,,,10/26/2020,Cycle Inspection / Initial Inspection,40.78593652,-73.97630014,107,6,17100,1032780,1012310031,MN12
50059187,THE MEATBALL SHOP,Manhattan,798,9 AVENUE,10019,7185510525,American,8/26/2019,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Y,11,A,8/26/2019,10/26/2020,Cycle Inspection / Re-inspection,40.76525932,-73.98763573,104,3,13300,1025251,1010430061,MN15
50064474,DADDYO'S ON BAY,Staten Island,181,BAY STREET,10301,7182854096,Barbecue,6/20/2019,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilityâ€™s food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Y,26,,,10/26/2020,Cycle Inspection / Initial Inspection,40.63728445,-74.07612899,501,49,2100,5013238,5004970009,SI37
50069837,WASABI SUSHI & BENTO,Manhattan,1,PENN PLZ CONCOURSE LEVEL,10119,6466494433,Japanese,9/5/2018,Violations were cited in the following area(s).,20F,Current letter grade card not posted.,N,,,,10/26/2020,Administrative Miscellaneous / Initial Inspection,40.75109132,-73.9929259,105,3,10100,1014387,1007830070,MN17
41635314,SUBWAY,Bronx,2173,WHITE PLAINS ROAD,10462,7186841582,Soups & Sandwiches,1/26/2018,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Y,15,,,10/26/2020,Cycle Inspection / Initial Inspection,40.85560392,-73.86766463,211,13,22401,2049379,2043170060,BX49
50014149,HANCO'S,Brooklyn,147,MONTAGUE STREET,11201,3475295054,Vietnamese/Cambodian/Malaysia,4/24/2019,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140Âº F.,Y,30,,,10/26/2020,Cycle Inspection / Initial Inspection,40.69457386,-73.99350169,302,33,502,3339099,3002430013,BK09
50087371,PATISSERIE DES AMBASSADES,Manhattan,2200,FREDERICK DOUGLASS BOULEVARD,,2126660078,French,3/26/2019,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,N,39,,,10/26/2020,Pre-permit (Operational) / Initial Inspection,0,0,,,,,1,
40380559,SUPERNOVA-NOVOTEL HOTEL,Manhattan,226,WEST 52 ND STREET,,2123150100,American,2/21/2020,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,14,,,10/26/2020,Cycle Inspection / Initial Inspection,0,0,,,,,1,
41564700,SARABETH'S,Manhattan,339,GREENWICH STREET,10013,2129660421,American,11/9/2018,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,13,A,11/9/2018,10/26/2020,Cycle Inspection / Initial Inspection,40.71820878,-74.01049767,101,1,3900,1002029,1001807508,MN24
50016658,NY PIZZA GRILL & CAFE,Queens,91-14,SUTPHIN BOULEVARD,11435,7186581277,American,8/29/2019,Violations were cited in the following area(s).,04A,Food Protection Certificate not held by supervisor of food operations.,Y,13,A,8/29/2019,10/26/2020,Cycle Inspection / Re-inspection,40.70102794,-73.80785556,412,24,21200,4213904,4099880037,QN61
50070363,DAVEY'S ICE CREAM,Brooklyn,74,MESEROLE AVENUE,11222,7186096066,"Ice Cream, Gelato, Yogurt, Ices",10/23/2019,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilityâ€™s food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Y,13,A,10/23/2019,10/26/2020,Cycle Inspection / Initial Inspection,40.72656345,-73.95426262,301,33,56100,3065523,3026180001,BK76
50067241,STARBUCKS (Store #50483),Queens,2614,JACKSON AVE,11101,2126159700,CafÃ©/Coffee/Tea,10/11/2017,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilityâ€™s food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Y,21,,,10/26/2020,Pre-permit (Operational) / Initial Inspection,40.74730549,-73.94182605,402,26,1900,4307182,4002680015,QN31
41623532,MILLENIUM HILTON,Manhattan,55,CHURCH STREET,10007,2126932001,American,6/30/2017,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,36,,,10/26/2020,Cycle Inspection / Initial Inspection,40.71144567,-74.01050382,101,1,1300,1075702,1000800004,MN25
50009526,NISHIDA SHO-TEN,Manhattan,302,EAST   49 STREET,10017,2123080791,Japanese,6/17/2019,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,N,49,,,10/26/2020,Cycle Inspection / Re-inspection,40.75407079,-73.96859463,106,4,9000,1038934,1013410150,MN19
50005056,L'UNIQUE BAR & RESTAURANT,Brooklyn,1773,NOSTRAND AVENUE,11226,3474258686,Caribbean,2/7/2019,Violations were cited in the following area(s).,04A,Food Protection Certificate not held by supervisor of food operations.,Y,12,A,2/7/2019,10/26/2020,Cycle Inspection / Initial Inspection,40.64245569,-73.94866326,317,45,82800,3111298,3049470078,BK95
50043782,BOW RAMEN,Manhattan,212,EAST   45 STREET,10017,6466495471,Asian,8/8/2018,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,2,,,10/26/2020,Cycle Inspection / Compliance Inspection,40.75245514,-73.97252232,106,4,9000,1037581,1013180143,MN19
50043173,PIPINS PUB,Brooklyn,9023,3 AVENUE,11209,7188331183,American,1/16/2018,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,7,A,1/16/2018,10/26/2020,Cycle Inspection / Re-inspection,40.62060321,-74.03221765,310,43,5800,3154544,3060810001,BK31
40567158,CAFFE NAPOLI,Manhattan,191,HESTER STREET,10013,2122268705,Italian,8/8/2018,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Y,17,,,10/26/2020,Cycle Inspection / Initial Inspection,40.71811592,-73.99780307,102,1,4100,1003098,1002370036,MN24
50042411,TAM PO PO RAMEN,Manhattan,1,BENNETT AVENUE,10033,2129230575,Japanese,6/14/2018,Violations were cited in the following area(s).,02H,"Food not cooled by an approved method whereby the internal product temperature is reduced from 140Âº F to 70Âº F or less within 2 hours, and from 70Âº F to 41Âº F or less within 4 additional hours.",Y,9,A,6/14/2018,10/26/2020,Cycle Inspection / Initial Inspection,40.85057662,-73.93658088,112,10,27100,1064412,1021800090,MN35
41395526,CHASERS,Queens,6063,FLUSHING AVENUE,11378,7183262973,Irish,8/2/2018,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,12,A,8/2/2018,10/26/2020,Cycle Inspection / Initial Inspection,40.72012192,-73.90557952,405,30,52500,4060285,4026980046,QN30
50099800,MIAO MIAO YA,Queens,13621,ROOSEVELT AVE,11354,9177179741,Chinese,12/3/2019,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,03A,Food from unapproved or unknown source or home canned. Reduced oxygen packaged (ROP) fish not frozen before processing; or ROP foods prepared on premises transported to another site.,Y,38,,,10/26/2020,Pre-permit (Operational) / Initial Inspection,40.75979164,-73.82924261,407,20,87100,4112492,4049800011,QN22
41683394,CAFE 58,Brooklyn,169,58 STREET,11220,7184924300,American,1/4/2018,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,2,,,10/26/2020,Pre-permit (Operational) / Compliance Inspection,40.64507803,-74.02240283,307,38,2200,3015573,3008440047,BK32
41593751,RINCONCITO PAISA-COLOMBIAN BAKERY & RESTAURANT,Staten Island,1976,FOREST AVENUE,10303,7184420880,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",2/1/2019,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Y,32,,,10/26/2020,Cycle Inspection / Initial Inspection,40.62579743,-74.15508126,501,49,30302,5113443,5016960026,SI12
40377560,WESTERN BAKERY,Queens,22813,MERRICK BOULEVARD,11413,7185253201,Caribbean,2/27/2020,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,13,A,2/27/2020,10/26/2020,Cycle Inspection / Re-inspection,40.67662651,-73.74199059,413,31,63200,4445249,4129670019,QN66
50008317,EL PATRON RESTAURANT & LOUNGE,Staten Island,520,BAY STREET,10304,3478617065,Mexican,11/28/2017,Violations were cited in the following area(s).,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Y,10,A,11/28/2017,10/26/2020,Cycle Inspection / Re-inspection,40.62925564,-74.07660615,501,49,2100,5013430,5005120001,SI37
40400754,RYAN MAGUIRE'S BAR & RESTAURANT,Manhattan,28,CLIFF STREET,10038,2125666906,American,6/1/2018,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,8,A,6/1/2018,10/26/2020,Cycle Inspection / Initial Inspection,40.70822367,-74.00519034,101,1,1502,1001173,1000757502,MN25
50059336,TOGETHER,Brooklyn,2325,65 STREET,11204,3475873402,Asian,8/30/2018,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Y,21,B,8/30/2018,10/26/2020,Cycle Inspection / Re-inspection,40.61211063,-73.97857353,311,44,43600,3172519,3065590068,BK29
41401775,DUNKIN',Brooklyn,8924,3 AVENUE,11209,7186800019,Donuts,2/14/2018,No violations were recorded at the time of this inspection.,,,,0,A,2/14/2018,10/26/2020,Cycle Inspection / Initial Inspection,40.62095458,-74.03209175,310,43,6000,3154140,3060630047,BK31
41319232,SALUGGI'S,Manhattan,325,CHURCH STREET,10013,2122267900,Italian,11/7/2018,Violations were cited in the following area(s).,10H,Proper sanitization not provided for utensil ware washing operation.,N,20,B,11/7/2018,10/26/2020,Cycle Inspection / Re-inspection,40.72019641,-74.00377711,101,1,3300,1002704,1002100002,MN24
41414288,PASTICCERIA AMORE D'ITALIA,Queens,107-06,71 ROAD,11375,7182611349,Bakery,12/7/2017,Violations were cited in the following area(s).,04A,Food Protection Certificate not held by supervisor of food operations.,Y,10,,,10/26/2020,Cycle Inspection / Initial Inspection,40.71995251,-73.84353718,406,29,73700,4314651,4032570037,QN17
50082449,BIG GAY ICE CREAM,Manhattan,207,FRONT STREET,10038,2122271715,"Ice Cream, Gelato, Yogurt, Ices",1/5/2019,Establishment re-opened by DOHMH,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,2,,,10/26/2020,Pre-permit (Operational) / Reopening Inspection,40.70707369,-74.00302975,101,1,1501,1082013,1000960005,MN25
40945123,FRANK'S PIZZA,Bronx,4106,EAST TREMONT AVENUE,10465,7188248070,Pizza,7/20/2016,Violations were cited in the following area(s).,08C,Pesticide use not in accordance with label or applicable laws. Prohibited chemical used/stored. Open bait station used.,N,31,,,10/26/2020,Cycle Inspection / Initial Inspection,40.81875497,-73.81707414,210,13,13200,2080749,2055890005,BX52
50081585,OSLO COFFEE ROASTERS,Manhattan,236,WEST   10 STREET,10014,5163558385,CafÃ©/Coffee/Tea,8/28/2018,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,5,,,10/26/2020,Pre-permit (Non-operational) / Initial Inspection,40.73385704,-74.00545936,102,3,7300,1011138,1006190016,MN23
41243023,SHUKA,Manhattan,38,MACDOUGAL STREET,10012,2124757500,American,11/8/2017,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Y,7,A,11/8/2017,10/26/2020,Cycle Inspection / Re-inspection,40.72710227,-74.00291521,102,3,4900,1008059,1005180001,MN24
41015002,EL CASTILLO DE YAQUE RESTAURANT,Brooklyn,4606,FIFTH AVENUE,11220,7184395847,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",6/6/2017,Violations were cited in the following area(s).,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Y,47,,,10/26/2020,Cycle Inspection / Initial Inspection,40.64723733,-74.00810809,307,38,8000,3011855,3007560039,BK32
50047801,SUNFLOWER CAFE,Manhattan,676,AMSTERDAM AVENUE,10025,2127993415,Jewish/Kosher,6/15/2018,Violations were cited in the following area(s).,06A,Personal cleanliness inadequate. Outer garment soiled with possible contaminant.  Effective hair restraint not worn in an area where food is prepared.,Y,12,A,6/15/2018,10/26/2020,Cycle Inspection / Initial Inspection,40.79202886,-73.97185225,107,6,17900,1033614,1012400036,MN12
50075103,PQR,Manhattan,1631,2 AVENUE,10028,9174357736,Pizza/Italian,8/14/2018,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Y,28,,,10/26/2020,Pre-permit (Operational) / Initial Inspection,40.77694827,-73.95242617,108,5,14601,1048742,1015300027,MN32
50079892,DONUT CONNECTION/MIKE'S PLACE,Brooklyn,6830,3 AVENUE,11220,7182388921,CafÃ©/Coffee/Tea,6/19/2019,Violations were cited in the following area(s).,10E,Accurate thermometer not provided in refrigerated or hot holding equipment.,N,7,A,6/19/2019,10/26/2020,Cycle Inspection / Re-inspection,40.6362199,-74.02585512,310,43,6800,3145154,3058620053,BK31
41382108,PEARL DINER,Manhattan,212,PEARL STREET,10038,2123446620,American,4/10/2017,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,N,13,A,4/10/2017,10/26/2020,Cycle Inspection / Re-inspection,40.70700219,-74.00637689,101,1,1502,1001133,1000700020,MN25
41595573,GOLDEN BUN BAKERY,Brooklyn,2180,86 STREET,11214,7183732866,Bakery,11/7/2019,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,27,,,10/26/2020,Cycle Inspection / Initial Inspection,40.60217362,-73.99420574,311,47,29000,3167069,3063800046,BK28
41487247,PICK A BAGEL,Manhattan,891,8 AVENUE,10019,2125828333,Bagels/Pretzels,7/12/2019,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,N,42,,,10/26/2020,Cycle Inspection / Initial Inspection,40.76425987,-73.98467575,104,3,13300,1025400,1010447501,MN15
41677944,CONRAD FAMOUS BAKERY,Brooklyn,299,UTICA AVENUE,11213,7187738266,Bakery,7/15/2019,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,75,,,10/26/2020,Cycle Inspection / Initial Inspection,40.66769303,-73.931215,309,41,34900,3037569,3013970001,BK61
50064195,THE DUMPLING HOUSE,Queens,83-05,BROADWAY,11373,7186393996,Chinese,10/16/2019,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilityâ€™s food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Y,18,,,10/26/2020,Cycle Inspection / Initial Inspection,40.74099929,-73.87988121,404,25,47100,4039440,4015800012,QN29
50016888,LOS TACOS MCONDO,Brooklyn,502,GRAND STREET,11211,3477631548,Mexican,4/11/2019,Violations were cited in the following area(s).,09B,Thawing procedures improper.,N,18,,,10/26/2020,Cycle Inspection / Initial Inspection,40.71097447,-73.95078173,301,34,51300,3323031,3027850005,BK73
40964289,BOAT BAR,Brooklyn,175,SMITH STREET,11201,7182540607,American,1/9/2019,Violations were cited in the following area(s).,08C,Pesticide use not in accordance with label or applicable laws. Prohibited chemical used/stored. Open bait station used.,N,7,,,10/26/2020,Cycle Inspection / Initial Inspection,40.68582885,-73.99105789,302,33,6900,3006104,3003910007,BK38
41609204,KARVOUNA MEZZE,Manhattan,241,BOWERY,10002,2123880052,American,6/20/2019,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,N,12,A,6/20/2019,10/26/2020,Cycle Inspection / Re-inspection,40.72261166,-73.99315261,103,1,3601,1005710,1004260015,MN27
50017266,ALL ABOUT INDIAN FOOD,Brooklyn,443,BUSHWICK AVENUE,11206,7183811333,Indian,6/25/2019,Violations were cited in the following area(s).,04J,"Appropriately scaled metal stem-type thermometer or thermocouple not provided or used to evaluate temperatures of potentially hazardous foods during cooking, cooling, reheating and holding.",Y,28,,,10/26/2020,Cycle Inspection / Initial Inspection,40.70223392,-73.93710845,301,34,48500,3071620,3031230005,BK78
50090605,DARIO THE BAKER PIZZERIA,Staten Island,4392,VICTORY BOULEVARD,10314,7185244514,Pizza,6/6/2019,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,16,,,10/26/2020,Pre-permit (Operational) / Initial Inspection,40.58730947,-74.19810942,502,50,29102,5095355,5026610004,SI05
50052717,TOP OCEAN CHINESE RESTAURANT,Brooklyn,6909,8 AVENUE,11228,7186286288,Chinese,3/27/2019,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,25,B,3/27/2019,10/26/2020,Cycle Inspection / Re-inspection,40.63022448,-74.01501594,310,43,13200,3145879,3058770005,BK30
50071662,BIG AL'S CHICAGO STYLE PIZZA,Staten Island,4069,HYLAN BOULEVARD,10308,7183568446,Pizza/Italian,1/25/2018,Violations were cited in the following area(s).,06F,Wiping cloths soiled or not stored in sanitizing solution.,Y,10,A,1/25/2018,10/26/2020,Pre-permit (Operational) / Re-inspection,40.54062016,-74.14743533,503,51,15601,5067577,5052760042,SI54
50080187,LAVATERA MEDITERRANEAN GRILL,Brooklyn,17,OLD FULTON STREET,11201,3477992217,Mediterranean,5/13/2019,Violations were cited in the following area(s).,04K,Evidence of rats or live rats present in facility's food and/or non-food areas.,Y,29,,,10/26/2020,Pre-permit (Operational) / Initial Inspection,40.70259409,-73.9936632,302,33,2100,3000073,3000350006,BK38
41357172,JUSTINE RESTAURANT,Bronx,28,EAST  167 STREET,10452,7185382100,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",3/28/2019,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,N,10,A,3/28/2019,10/26/2020,Cycle Inspection / Re-inspection,40.83583091,-73.92163003,204,16,19700,2003027,2024960058,BX63
50088657,MINNIE'S BAR,Brooklyn,885,4 AVENUE,11232,2405350815,Other,4/2/2019,Violations were cited in the following area(s).,10H,Proper sanitization not provided for utensil ware washing operation.,N,12,A,4/2/2019,10/26/2020,Pre-permit (Operational) / Initial Inspection,40.65584522,-74.00280756,307,38,8400,3010178,3006850007,BK32
41068576,PROMESA CAFETERIA,Bronx,1776,CLAY AVENUE,10457,3476493004,American,7/28/2017,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Y,21,,,10/26/2020,Cycle Inspection / Initial Inspection,40.84613285,-73.90471685,205,15,23100,2009358,2028910037,BX41
50087219,QUICK N FRESH,Queens,323,WYCKOFF AVENUE,11385,7183664100,Indian,10/9/2019,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilityâ€™s food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Y,12,,,10/26/2020,Cycle Inspection / Initial Inspection,40.69982089,-73.91157706,405,34,54900,4082323,4034440040,QN20
50043823,SHOGUN,Queens,11116,QUEENS BLVD,11375,7182634110,Japanese,7/6/2018,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,N,25,B,7/6/2018,10/26/2020,Cycle Inspection / Re-inspection,40.71837908,-73.83714124,406,29,76901,4078828,4032940026,QN17
50080484,BURGEROLOGY,Queens,31-29,DITMARS BOULEVARD,11105,5164391009,American,2/29/2020,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Y,26,Z,2/29/2020,10/26/2020,Cycle Inspection / Re-inspection,40.7757537,-73.91014715,401,22,11300,4016984,4008310099,QN72
50036890,NEW SHANGHAI TAN RESTAURANT,Queens,13520,40TH RD,11354,7186610900,Chinese,4/2/2019,Violations were cited in the following area(s).,04M,Live roaches present in facility's food and/or non-food areas.,Y,17,,,10/26/2020,Cycle Inspection / Initial Inspection,40.75884874,-73.83011858,407,20,87100,4449969,4050370053,QN22
41445662,EL ABUELO GOZON,Queens,7903,ROOSEVELT AVENUE,11372,7184242724,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",4/8/2017,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Y,26,,,10/26/2020,Inter-Agency Task Force / Initial Inspection,40.74736023,-73.88656446,403,25,28500,4029980,4012900046,QN28
41319107,DELUGE RESTAURANT,Queens,135-20,39 AVENUE,11354,7184606666,American,1/6/2020,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,16,,,10/26/2020,Cycle Inspection / Initial Inspection,40.75983933,-73.83179817,407,20,87100,4112316,4049760015,QN22
41704604,DUNKIN' DONUTS,Manhattan,4199,BROADWAY,10033,2127951949,Donuts,3/7/2017,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,9,,,10/26/2020,Cycle Inspection / Initial Inspection,40.8482854,-73.93772888,112,10,26500,1064271,1021760070,MN36
50038280,CON SABOR LATINO RESTAURANT,Bronx,3652,BAILEY AVENUE,10463,7185490035,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",7/19/2017,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Y,11,A,7/19/2017,10/26/2020,Cycle Inspection / Initial Inspection,40.8835574,-73.89848609,208,11,27900,2015988,2032620071,BX28
50074043,ANTONIO'S,Queens,7602A,21ST AVE,11370,7187289200,Italian,1/17/2020,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,10,A,1/17/2020,10/26/2020,Cycle Inspection / Re-inspection,40.77042566,-73.89355787,401,22,31700,4021391,4009720001,QN72
